"school_id"|"coursename"|"description"|"lastupdate"|"staffid"|"remarks"|"year"|"coursedate"|"name"|"subject"
685|"International Foundation Year"|""|"20130803110038"|"AA00007"|""|"2013-14"|"20130803"|""|""
694|"Foundation"|""|"20130808121234"|"AA00025"|"Two University Foundation Programme options - a full academic year programme, starting in September for student with an IELTS language level of 4.5 and an intensive programme starting in January for student with an IELTS language level of 5.5."|"2013-14"|"20130902"|"University Foundation Programme"|""
500|"Year 10"|"3 Compulsory Papers with Invigilation Certificate"|"20130813104147"|"AA00025"|"only sixth-form entry procedure for 2014 has changed: our entry assessments will be held only at St Swithun’s on Friday 8th and Saturday 9th November.

***student will have to be interviewed and tests in the UK.***"|"2013-14"|"20130901"|""|""
593|"Year 11"|""|"20130815120034"|"AA00040"|""|"2014-15"|"20140901"|""|""
351|"Foundation"|""|"20130817104050"|"AA00025"|""|"2013-14"|"20130817"|""|""
468|"Year 8"|""|"20130821104140"|"AA00020"|""|"2013-14"|"20130821"|""|""
154|"Year 10"|""|"20130827101658"|"AA00025"|"Year 9 reg form can also be used for Year 10 applicants but the scholarship section is irrelevant. There are no scholarships for entry to Year 10."|"2013-14"|"20130101"|""|""
196|"1 Year AL"|""|"20130829175443"|"AA00003"|""|"2013-14"|"20130829"|""|""
59|"Year 9"|"3 Compulsory Papers"|"20141121172115"|"AA00003"|""|"2015-16"|"20141121"|""|""
196|"Access to Further Education"|""|"20130831121524"|"AA00003"|""|"2013-14"|"20130831"|""|""
22|"Year 13"|""|"20131004162855"|"AA00025"|"[4 Oct 2013] Parents can ignore the last page of Uppingham Reg form if there is no such issue."|"2014-15"|"20140901"|""|""
222|"Year 4"|""|"20130718154906"|"AA00003"|""|"2013-14"|"20130718"|""|""
222|"Year 5"|""|"20130718154920"|"AA00003"|""|"2013-14"|"20130718"|""|""
222|"Year 6"|""|"20130718154927"|"AA00003"|""|"2013-14"|"20130718"|""|""
222|"Year 7"|""|"20130718154940"|"AA00003"|""|"2013-14"|"20130718"|""|""
222|"Year 8"|""|"20130718154948"|"AA00003"|""|"2013-14"|"20130718"|""|""
51|"English"|""|"20130720181718"|"AA00007"|""|"2013-14"|"20130720"|""|""
543|"Year 12"|""|"20130722121304"|"AA00020"|""|"2013-14"|"20130722"|""|""
2|"Year 10"|"3 Compulsory Papers"|"20130724114744"|"AA00028"|""|"2013-14"|"20130901"|""|""
140|"Year 10"|"3 Compulsory Papers"|"20131101174105"|"AA00040"|""|"2014-15"|"20140901"|""|""
103|"Year 12"|"1 Compulsory Papers and Optional Papers
Submit the Invigilation Sheet with completed papers"|"20130724144534"|"AA00035"|"NO NEED TO POST THE COMPLETED PAPERS TO SCHOOL, EMAIL the papers to admissions@caterhamschool.co.uk ONLY!
 
**All working for Math papers must be returned**"|"2013-14"|"20130901"|""|""
124|"Year 12"|"2 Compulsory Papers and 1 Optional Paper"|"20130724152923"|"AA00028"|"School send us hardcopy exam papers"|"2013-14"|"20130901"|""|""
441|"6th Form Foundation"|"2 Compulsory Papers"|"20130724181110"|"AA00028"|""|"2013-14"|"20130901"|""|""
517|"Access to FE"|""|"20130724194807"|""|""|"2013-14"|"20130724"|""|""
288|"Year 11"|"2 Compulsory Papers"|"20130725114334"|"AA00028"|""|"2013-14"|"20130901"|""|""
101|"Year 12"|"Please sign the Entrance Test Declaration Form"|"20130726110310"|"AA00025"|"Please note that included with the entrance tests is a declaration form which all students who sit entrance tests for CSFC need to complete. Please return this along with the completed entrance tests to either Melanie (melanie.symons@ccoex.com) or Yasmin (enquiries@ccoex.com)"|"2013-14"|"20130901"|""|"New subject - Geography commencing Sept 2013.
please see server for more details of this subject."
6|"Year 10"|"3 Compulsory Papers with Self-Appraisal Form and Declaration Form"|"20130726154515"|"AA00028"|""|"2013-14"|"20130901"|""|""
6|"Year 12"|"Each student has to complete optional papers in 3 of their 4 A level subjects with Self-Appraisal Form and Declaration Form"|"20130726154521"|"AA00028"|""|"2013-14"|"20130901"|""|""
6|"Year 9"|"3 Compulsory Papers with Self-Appraisal Form and Declaration Form"|"20130726154526"|"AA00028"|""|"2013-14"|"20130901"|""|""
11|"Year 10"|"2 Compulsory Papers"|"20131003113945"|"AA00040"|""|"2014-15"|"20140901"|""|""
9|"Year 9"|"3 Compulsory Papers (VR test either 1 or 2 which depends on student's DOB)"|"20140818121544"|"AA00040"|""|"2014-15"|"20140901"|""|""
95|"1 Year A-level"|""|"20130727153231"|"AA00028"|""|"2013-14"|"20130901"|""|""
138|"Year 10"|""|"20130727153916"|"AA00028"|""|"2014-15"|"20140901"|""|""
304|"Year 10"|""|"20130712134836"|"AA00028"|""|"2013-14"|"20130901"|""|""
304|"Pre-IB"|""|"20130712134846"|"AA00028"|""|"2013-14"|"20130901"|""|""
304|"Year 9"|""|"20130712134859"|"AA00028"|""|"2013-14"|"20130901"|""|""
304|"Year 8"|""|"20130712134907"|"AA00028"|""|"2013-14"|"20130901"|""|""
304|"Year 7"|""|"20130712134915"|"AA00028"|""|"2013-14"|"20130901"|""|""
95|"Year 12"|""|"20130712183114"|"AA00028"|""|"2013-14"|"20130901"|""|""
20|"Year 10"|"For Group Exam:
8 Compulsory Papers (English + English Grammar + English Listening + Maths + NVR test + Physics + Biology + Chemistry)

For Individual Exam:
9 Compulsory Papers (English + English Grammar + English Listening + English Oral + Maths + NVR test + Physics + Biology + Chemistry)"|"20140818142824"|"AA00040"|""|"2014-15"|"20140901"|""|""
211|"1-Year Pre-AL"|""|"20141209125724"|"AA00032"|""|"2015-16"|"20141209"|""|""
30018|"Year 12"|""|"20140911171158"|"AA00007"|""|"2015-16"|"20140911"|""|""
75|"Year 7"|""|"20160315162958"|"AA00044"|""|"2017-18"|"20160315"|""|""
652|"18 months AL"|""|"20140913122419"|"AA00032"|""|"2015-16"|"20150105"|""|""
659|"Summer"|""|"20130530164115"|"AA00003"|""|"2012-13"|"20120901"|""|""
15|"Year 10"|"6 Compulsory Papers"|"20130702095916"|"AA00007"|""|"2013-14"|"20130901"|""|"all the girls must study GCSE Religious Studies"
271|"Year 9"|"3 Compulsory Papers"|"20130703154244"|"AA00028"|""|"2013-14"|"20130901"|""|""
52|"Year 9"|"2 Compulsory Papers"|"20130703155542"|"AA00028"|""|"2013-14"|"20130901"|""|""
313|"Year 6"|"2 Compulsory Papers"|"20130706114738"|"AA00028"|""|"2013-14"|"20130901"|""|""
596|"Year 12"|""|"20130601154536"|"AA00028"|""|"2013-14"|"20130101"|""|""
597|"3 Years AL"|"2 Compulsory Papers"|"20130601154902"|"AA00028"|"NO NEED to send the original completed papers to school, scan and email is OK"|"2013-14"|"20130901"|""|""
597|"Year 10"|"2 Compulsory Papers"|"20130601155008"|"AA00028"|"NO NEED to send the original completed papers to school, scan and email is OK"|"2013-14"|"20130901"|""|""
597|"Year 12"|"2 Compulsory Papers"|"20130601155039"|"AA00028"|"NO NEED to send the original completed papers to school, scan and email is OK"|"2013-14"|"20130901"|""|""
61|"Year 12"|"1 Compulsory Papers and 2 Optional Papers

School will send us original papers!"|"20130709112553"|"AA00025"|""|"2013-14"|"20130901"|""|"Block A: Art; Business Studies; English Literature; History; Latin; Literature; Music; Physics; Psychology

Block B: Art; Biology; English Literature; Geography; Mathematics; Media Studies

Block C: Art; Business Studies; Chemistry; French; Geography; History; Religious Studies; Physical Education; Psychology

Block D: Biology; Design & technology; Economics; English Literature; German; History;p Drama & theatre Studies; Media Studies; Politics; Psychology

Block E: Biology; Classical Civilisation; Design & Technology; Economics; English Literature; French; Geography; History; Further Mathematics; Physics"
139|"Year 7"|"3 Compulsory Papers"|"20130711110231"|"AA00028"|""|"2013-14"|"20130901"|""|""
210|"Pre-AL"|""|"20130712100457"|"AA00025"|""|"2013-14"|"20130902"|"International Access to A Levels"|""
500|"Year 12"|"Optional Papers with Invigilation Certificate"|"20130813104159"|"AA00025"|"only sixth-form entry procedure for 2014 has changed: our entry assessments will be held only at St Swithun’s on Friday 8th and Saturday 9th November.

***student will have to be interviewed and tests in the UK.***"|"2013-14"|"20130901"|""|""
602|"Year 10"|""|"20130620112601"|"AA00025"|""|"2013-14"|"20130620"|""|"Core Subject: English; Mathematics; ICT

Main Optional Subjects: Biology; Chemistry; Physics; Business Studies; Enterprise; Economics; Art

Other Supplementary Subjects: English Literature; History; Geography; Foreign Languages; Accounting; Further Mathematics

*Please ask school for latest subject availability. School can run almost any other subjects if there is enough demand, or as one to one courses with private lessons."
602|"Year 12"|""|"20130620112735"|"AA00025"|""|"2013-14"|"20130511"|""|"Core Subjects: Biology; Chemistry; Physics; Mathematics; Further Mathematics; Business Studies; economics

Main Optional Subjects: English Literature; History; Foreign Languages; Law; Art; ICT; Geograpgy

*Please ask school for latest subject availability. School can run almost any other subjects if there is enough demand, or as one to one courses with private lessons."
602|"Foundation"|""|"20130620112841"|"AA00025"|""|"2013-14"|"20130620"|"University Foundation/Access Courses"|""
602|"Summer"|""|"20130620112920"|"AA00025"|""|"2013-14"|"20130901"|"English Vacation Courses"|""
691|"Foundation"|""|"20130620113242"|"AA00025"|""|"2013-14"|"20130902"|"University Foundation Programmes
Medical Foundation Programmes"|""
