"school_id"|"coursename"|"description"|"lastupdate"|"staffid"|"remarks"|"year"|"coursedate"|"name"|"subject"
602|"Year 12"|""|"20130511171121"|"AA00013"|""|"2013-14"|"20130511"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
604|"Year 12"|""|"20130511171138"|"AA00013"|""|"2013-14"|"20130101"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
136|"Year 10"|"Maths, Science and EAL papers, plus a Skype interview"|"20130712111125"|"AA00025"|"School accept Yr 10 (14+) pupils occasionally and depending on space.

An initial application should include:
1. an agent overview of the candidate and comments from interview
2. the latest school report
3. ideally, a short essay by the candidate giving information about themselves, their interests, achievements and ambitions

Initial application for 2014 should be received by Monday 14th October (this involves completing the reg form and fee)

Registration must be completed by Monday 28th October 2013 for those wishing to take entrance examinations in November 2013 for entry in September 2014.

Examinations are held either at Dauntsey’s on 13th November 2013 or by arrangement at an agent’s offices or offices of the British Council (location to be advised for 2014 entry).

***School still consider able candiates outside these dates and will interview in person during the visit of the Head Master and Director of Studies to Hong Kong in mid January 2014.***"|"2014-15"|"20140901"|""|""
24|"Year 12"|""|"20130511171200"|"AA00013"|""|"2013-14"|"20130101"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
1|"Year 12"|"3 Compulsory Papers and 2 Optional Papers
With Scholarship Papers"|"20130511171222"|"AA00013"|""|"2013-14"|"20130901"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
539|"Year 8"|""|"20130309110339"|""|""|"2013-14"|""|""|""
28|"Year 12"|""|"20130511171329"|"AA00013"|""|"2013-14"|"20130101"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
29|"Year 12"|""|"20130511171355"|"AA00013"|""|"2013-14"|"20130901"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
30|"Year 12"|""|"20130511171419"|"AA00013"|""|"2013-14"|"20130511"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
557|"Year 10"|""|"20130910150614"|"AA00040"|""|"2014-15"|"20140901"|""|""
20|"Year 8"|"4 Compulsory Papers"|"20130902173946"|"AA00040"|""|"2014-15"|"20140901"|""|""
274|"Year 12"|""|"20130920122949"|"AA00025"|"[20 Sep 2013] As a valued partner in our overseas recruitment business, I am sending you our new pupil enquiry form which we have created in order to save you time with your applications to Kingswood.

[19 Sep 2013] Please note the form is electronic so you should be able to complete on line."|"2014-15"|"20140901"|""|""
274|"Year 13"|""|"20130920123002"|"AA00025"|"[20 Sep 2013] As a valued partner in our overseas recruitment business, I am sending you our new pupil enquiry form which we have created in order to save you time with your applications to Kingswood.

[19 Sep 2013] Please note the form is electronic so you should be able to complete on line."|"2014-15"|"20140901"|""|""
32|"Year 12"|""|"20130511171506"|"AA00013"|""|"2013-14"|"20130511"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
34|"Year 12"|""|"20130511171556"|"AA00013"|""|"2013-14"|"20130101"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
327|"Year 12"|"For Sept 2012 Entry:

English (1hr) [26 Jan 2012]
Mathematics - NO Calculator (30mins) [26 Jan 2012]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
36|"Year 12"|"2 Compulsory Papers"|"20130511171654"|"AA00013"|""|"2013-14"|"20130901"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
35|"Year 12"|""|"20130511171635"|"AA00013"|""|"2013-14"|"20130101"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
37|"Year 12"|""|"20130511172011"|"AA00013"|""|"2013-14"|"20130511"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
430|"Year 9"|"2 Compulsory Papers"|"20130813160121"|"AA00040"|""|"2013-14"|"20130902"|""|""
430|"Year 9"|"2 Compulsory Papers"|"20130910151554"|"AA00025"|""|"2013-14"|"20130902"|""|"[10 Sep 2013] Pupils at Sedbergh now have the opportunity to opt for private LAMDA lessons (The London Academy of Music and Dramatic Arts).
Pupils from Year 9 upwards will be able to sit up to two examinations a year which comprise of Verse and Prose exams and acting exams.  Pupils in Year 9 will start at grade 4 and go up to Gold Medal level in Year 13.

Pupils are taught in pairs for 35 minute lessons. The charge is £170 per term based on 10, 35 minute lessons. 
The fee for the examination depends on the grade taken and is typically between £50 to £80 per exam."
274|"Year 10"|""|"20130919095203"|"AA00025"|"[19 Sep 2013] Please note the form is electronic so you should be able to complete on line."|"2014-15"|"20140901"|""|""
39|"Year 12"|""|"20130511172339"|"AA00013"|""|"2013-14"|"20130511"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
2|"Year 12"|"1 Compulsory Papers and 2 Optional Papers"|"20130511174331"|"AA00013"|""|"2013-14"|"20130901"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
539|"Year 9"|""|"20130309110339"|""|""|"2013-14"|""|""|""
539|"Year 10"|"English (1hr) [16 April 2011]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
43|"Year 12"|""|"20130511174432"|"AA00013"|""|"2013-14"|"20130511"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
45|"Year 12"|""|"20130511174507"|"AA00013"|""|"2013-14"|"20130511"|""|"Please choose one subject from each block:
Block A
Art,Biology,Business Studies,English Language,English Literature,Further Mathematics,Government and Politics,Mathematics,Music

Block B
BusinessStudies,BTECBusinessStudies,Chemistry,Economics,Geography,History,Mathematics,BTEC MusicPerformance,Photography,Philosophy & Ethics

Block C
Animal Management,Art,Biology,Business Studies,Chemistry,Economics,History,Latin,Legat Dance,Media Studies,Pro Chef,Physics,Philosophy & Ethics,Spanish,Theatre Studies

Block D
Art,Cantonese,Ceramics,Design Technology,English Literature,French,German,History,Legat Dance,Mathematics,BTEC Music Technology,Physical Education,Physics,Psychology

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award taught over two blocks (B and D)
•Chinese and Mandarin are offered in the timetable for native speakers only.
•Students requiring GCSE Maths and English will be required to choose three appropriate AS subjects and these would need to be carried forward into the A2 year."
472|"Year 12"|"1 Compulsory Papers"|"20130508180804"|"AA00028"|""|"2013-14"|"20130901"|""|""
472|"Year 12"|"1 Compulsory Papers"|"20130511183541"|"AA00013"|""|"2013-14"|"20130901"|""|"Computer Science,Media Studies,Photography,Accounting,Animal Management,Film Studies,Psychoiogy,Design Technology,Mandarin,Government and Politics

•Certain students will require support teaching for their special educational needs. This includes the teaching of English to non-native speakers. The school employs fully qualified teachers in these areas and their services result in an extra charge.
•BTEC Sport is a double award (please re
•Chinese and Mandarin are offered in the timetable for native speakers only."
274|"Year 12"|"2 Compulsory Papers and Optional Papers"|"20130511173714"|"AA00028"|""|"2013-14"|"20130901"|""|""
274|"Year 10"|"For Sept 2012 Entry:

Oxford Quick Placement Questions 1-60 (30mins) + Writing (30mins) [26 Oct 2011]
Mathematics - NO Calculator (1hr) [26 Oct 2011]
Non Verbal Reasoning 12-14 (15 mins practice + 30 mins test) [26 Oct 2011]
"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
274|"Year 9"|"For Sept 2012 Entry:

Oxford Quick Placement Questions 1-40 (30mins) + Writing (30mins) [26 Oct 2011]
Mathematics - NO Calculator (1hr) [26 Oct 2011]
Non Verbal Reasoning 12-14 (15 mins practice + 30 mins test) [26 Oct 2011]

"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
274|"Year 8"|"For Sept 2012 Entry:

Oxford Quick Placement Questions 1-40 (30mins) + Writing (30mins) [26 Oct 2011]
Mathematics - NO Calculator (1hr) [26 Oct 2011]
Non Verbal Reasoning 12-14 (15 mins practice + 30 mins test) [26 Oct 2011]

"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
274|"Year 7"|"For Sept 2012 Entry:

Oxford Quick Placement Questions 1-40 (30mins) + Writing (30mins) - NO Dictionary [23 May 2011]
Mathematics - NO Calculator and NO Rough Papers (1hr10mins) [23 May 2012]
Non Verbal Reasoning 10-11 (15 mins practice + 25 mins test) [26 Oct 2011]
Supervisor Form [23 May 2012]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
282|"Year 9"|"For Jan 2012 Entry:

English (1hr15mins) [1 Dec 2011]
Mathematics (1hr) [1 Dec 2011]
Science - YES Calculator (45mins) [1 Dec 2011]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
285|"Year 10"|"Quickcheck English test:  D1-D4 (40 mins) [21 Jan 2011]
Written English (30 mins) [20 May 2011]
Maths Section A (Question 1-10) - YES Calculator (20 mins) [9 June 2011] 
Maths Section B (Question 11-29) - NO Calculator (40 mins)
Non-Verbal Reasoning (5 minutes to do Practice Test, 25 minutes to do Test)
"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
285|"Year 12"|"For Sept 2012 Entry:

Quickcheck Test D1 to D4 (40mins) [14 Mar 2012]
Essay (30mins) [14 Mar 2012]
Mathematics - NO Calculator (1hr) [14 Mar 2012]


For Sept 2011 Entry:

Quickcheck Test D1 to D4 (40mins) [15 Aug 2011]
Essay (30mins) [15 Aug 2011]
Maths (1hr) (No-Cal) [1 Apr 2011]
Biology (1hr15mins) (No-Correction Fluid) [1 Apr 2011]
Chemistry (1hr15mins) (No-Correction Fluid) [9 Apr 2011]
Physics (1hr15mins) (No-Correction Fluid) [13 July 2011]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
285|"Year 7"|"Maths Section A - YES Calculator (25 mins) 
Maths Section B - NO Calculator (40 mins)
"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
285|"Year 8"|"Maths Section A - YES Calculator (25 mins) 
Maths Section B - NO Calculator (40 mins)
"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
285|"Year 9"|"For Sept 2012 Entry:

Quickcheck English test: D1-D4 (40 mins) [20 Oct 2011]
Written English (30 mins) [30 Oct 2011]
Maths Section A - YES Calculator (20 mins) [20 Oct 2011]
Maths Section B - NO Calculator (40 mins) [20 Oct 2011]
Non-Verbal Reasoning (5 minutes to do Practice Test, 25 minutes to do Test) [20 Oct 2011]
Skype Interview [20 Oct 2011]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
286|"Year 10"|"English (1hr30mins) [26 Nov 10]
Mathematics (45mins) (YES Calculator except Q10) [26 Nov 10]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
286|"Year 12"|"For Sept 2012 Entry:

English Language Test (2hrs30mins) [1 Aug 2012]
Mathematics - YES Calculator (1hr) [1 Aug 2012]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
327|"Year 10"|"For Sept 2012 Entry:

English with passage ""Relax - teens are designed to be difficult"" (1hr15mins) [24 Mar 2012]
Maths Reasoning and Applications  (YES Calculator & No rough paper) (30mins) [24 Mar 2012]
Maths Arithmetic and Algebra (NO Calculator & No rough paper) (30 Mins) [24 Mar 2012]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
539|"Year 12"|"English (1hr) [16 April 2011]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
534|"Year 12"|"For Sept 2012 Entry:

Compulsory:
English for Academic Purpose - NO Dictionary (1hr15mins) [21 Oct 2011]

Plus 4 AS subjects:
Art - portfolio is required
Biology - NO Dictionary (1hr) [21 Oct 2011]
Chemistry - NO Dictionary (1hr) [21 Oct 2011]
Drama - (1hr) [8 Nov 2011]
Economics & Business Studies - NO Dictionary (1hr) [21 Oct 2011]
English Literature - NO Dictionary (1hr) [21 Oct 2011]
French - NO Dictionary (1hr) [21 Oct 2011]
Geography - NO Dictionary (1hr) [21 Oct 2011]
History - NO Dictionary (1hr) [21 Oct 2011]
ICT  - (1hr) [8 Nov 2011]
Mathematics - NO Calculator (1hr) [21 Oct 2011]
Physics - NO Dictionary (1hr) [21 Oct 2011]
Psychology - NO Dictionary (1hr) [21 Oct 2011]
Theology - NO Dictionary (1hr) [21 Oct 2011]

Music - NO PAPER


For Sept 2011 Entry:

COMPULSORY ESOL (1hr15mins) [13 Oct 10] 
plus
Students are requested to do subject papers 
based on their subject choices: (ALL 1hr) [07 Oct 10]
Biology [11 Oct 10]
Chemistry [12 Oct 10]
Drama [13 Oct 10]
Design and Technology [10 Nov 10]
Economic and Business Studies [07 Oct 10]
English Literature [13 Oct 10]
French [13 Oct 10]
Geography [12 Oct 10]
History [12 Oct 10]
ICT [09 Oct 10]
Latin [13 Oct 10]
Mathematics - NO Calculator [08 Oct 10]
Physics [11 Oct 10]
Psychology [07 Oct 10]
Spanish [13 Oct 10]
Theology [07 Oct 10]
"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
534|"Year 12"|"1 Compulsory Papers and 4 Optional Papers"|"20130513110732"|"AA00028"|""|"2013-14"|"20130901"|""|""
534|"Year 10"|"English (1hr) [23 Jan 10]
Maths (1hr) - NO Calcualtor [23 Jan 10]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
534|"Year 9"|"For Sept 2012 Entry:

English - NO Dictionary (1hr) [20 Jan 2012]
Maths - NO Calculator (1hr) [20 Jan 2012]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
534|"Year 8"|"English (45mins) [23 Jan 10]
Maths (45mins) - NO Calculator [23 Jan 10]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
534|"Year 9"|""|"20130513111102"|"AA00028"|"Please see the link below, students can refer to the link and get some sample papers:
http://www.theleys.net/admissions/examinations"|"2013-14"|"20130901"|""|""
534|"Year 7"|"English (45mins) [23 Jan 10]
Maths (45mins) - NO Calculator [23 Jan 10]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
288|"Year 10"|"For Sept 2012 Entry:

English Writing - NO Dictionary (30mins) [28 Dec 2011]
Condition Letter signed by invigilator [28 Dec 2011]


For Sept 2011 Entry:

Quick Placement Test - 30mins [22 June 10]
Writing Test - 30mins [22 June 10]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
288|"Year 12"|"For Sept 2012 Entry:

English Writing - NO Dictionary (30mins) [12 Apr 2012]
Advanced Level Option Form [12 Apr 2012]
Condition Letter signed by invigilator [12 Apr 2012]


For Sept 2011 Entry:

Quick Placement Test - 30mins [7 Feb 2011]
Writing Test - 30mins [7 Feb 2011]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
288|"Year 9"|"Quick Placement Test [30 mins] (10 June 10)
Writing Test [30 mins] (10 June 10)"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
290|"1 Year GCSE"|"For Sept 2012 Entry:

English (1hr) [6 Oct 2011]"|"20120806190415"|""|""|"2013-14"|"20130101"|""|""
290|"Year 12"|"For Sept 2012 Entry:

English  (1hr) [9 Feb 2012]
Mathematics - NO Calculator (1hr) [23 Apr 2012]"|"20130506162036"|"AA00013"|""|"2013-14"|"20130101"|""|"Accounting"
