"aa_id"|"event"|"lastupdate"|"staffid"|"remarks"|"email_sent"
"S033153"|"TOP SCHOOLS WEEKEND 2016"|"20160710193224"|"AA00007"|"CH, SH, bri sat , pm"|"N"
"S033483"|"TOP SCHOOLS WEEKEND 2016"|"20160630105331"|"AA00007"|"shrewsbury
aimBrighton, Badminton and Shrewsbury.
brighton: happy to meet even dont pass benchmark"|"N"
"S032996"|"TOP SCHOOLS WEEKEND 2016"|"20160630173237"|"AA00054"|"Would like to apply to Abingdon, Epsom, Tonbridge and  Harrow"|"N"
"S034484"|"TOP SCHOOLS WEEKEND 2016"|"20160710183240"|"AA00007"|"bri, har, tb"|"N"
"S034023"|"UK EDUCATION EXPO (OCT 2016)"|"20160428111639"|"AA00039"|""|"N"
"S033264"|"TOP SCHOOLS WEEKEND 2016"|"20160709160130"|"AA00054"|"Badminton School"|"N"
"S033186"|"TOP SCHOOLS WEEKEND 2016"|"20160625150855"|"AA00054"|"Brighton College, Bromsgrove, Shrewsbury and Epsom."|"N"
"S033359"|"TOP SCHOOLS WEEKEND 2016"|"20160630162143"|"AA00054"|"Abingdon School, Epsom college, Shrewsbury SChool, Bromsgrove school and brighton college"|"N"
"S009493"|"TOP SCHOOLS WEEKEND 2016"|"20160713161755"|"AA00007"|"bri only"|"N"
"S033856"|"TOP SCHOOLS WEEKEND 2016"|"20160713210817"|"AA00007"|"shrew"|"N"
"S034591"|"TOP SCHOOLS WEEKEND 2016"|"20160713193230"|"AA00007"|"broms, epsom, lancing"|"N"
"S034208"|"TOP SCHOOLS WEEKEND 2016"|"20160607163113"|"AA00007"|"AB, BR, CH, king (Ab & Br sat Am in between 1 hr gap, king & Ch sun Am 1 hr break, int charterhouse last)"|"N"
"S031052"|"TOP SCHOOLS WEEKEND 2016"|"20140127133455"|"AA00039"|""|"N"
"S031955"|"TOP SCHOOLS WEEKEND 2016"|"20160523100217"|"AA00007"|"TB, BA, Brighton, King Cant
If possible, we would like to group the interviews for Brighton and King's on 17 Sept (Sat AM) and Tonbridge and Abingdon on 18 Sept (Sun AM) respectively."|"N"
"S032454"|"TOP SCHOOLS WEEKEND 2016"|"20141220180324"|"30012"|""|"N"
"S034303"|"TOP SCHOOLS WEEKEND 2016"|"20160416145737"|"AA00029"|""|"N"
"S033760"|"TOP SCHOOLS WEEKEND 2016"|"20151107121520"|"AA00029"|""|"N"
"S032738"|"TOP SCHOOLS WEEKEND 2016"|"20150307195309"|"AA00029"|""|"N"
"S033055"|"TOP SCHOOLS WEEKEND 2016"|"20151014170553"|"AA00029"|""|"N"
"S003951"|"TOP SCHOOLS WEEKEND 2016"|"20150126104046"|"AA00029"|""|"N"
"S032593"|"TOP SCHOOLS WEEKEND 2016"|"20160301165147"|"AA00029"|""|"N"
"S032598"|"TOP SCHOOLS WEEKEND 2016"|"20150116173616"|"AA00029"|""|"N"
"S032908"|"TOP SCHOOLS WEEKEND 2016"|"20150402184650"|"AA00029"|""|"N"
"S032804"|"TOP SCHOOLS WEEKEND 2016"|"20150307200025"|"AA00029"|""|"N"
"S031040"|"TOP SCHOOLS WEEKEND 2016"|"20140125141437"|"AA00029"|""|"N"
"S033979"|"TOP SCHOOLS WEEKEND 2016"|"20160215100544"|"AA00007"|"Harrow Y9 Sep2018"|"N"
"S002282"|"TOP SCHOOLS WEEKEND 2016"|"20160708151531"|"AA00007"|"char"|"N"
"S002282"|"TOP SCHOOLS WEEKEND 2016"|"20160714171930"|"AA00007"|"char_r, shrew"|"N"
"S033979"|"TOP SCHOOLS WEEKEND 2016"|"20160714171818"|"AA00007"|"Harrow Y9 Sep2018, tbc"|"N"
"S033360"|"TOP SCHOOLS WEEKEND 2016"|"20160521155538"|"AA00039"|"BMT and HDT"|"N"
"S033334"|"TOP SCHOOLS WEEKEND 2016"|"20160704105100"|"AA00054"|"Bromsgrove ask Battie 3% less for maths bench mark"|"N"
"S031697"|"TOP SCHOOLS WEEKEND 2016"|"20140923223302"|"AA00039"|""|"N"
"S034298"|"TOP SCHOOLS WEEKEND 2016"|"20160416154041"|"AA00039"|""|"N"
"S032142"|"TOP SCHOOLS WEEKEND 2016"|"20160118132939"|"AA00039"|"Aim HDT"|"N"
"S033143"|"TOP SCHOOLS WEEKEND 2016"|"20160503173037"|"AA00039"|""|"N"
"S034557"|"TOP SCHOOLS WEEKEND 2016"|"20160707134553"|"AA00039"|""|"N"
"S006369"|"TOP SCHOOLS WEEKEND 2016"|"20151015172207"|"AA00003"|"headington, badminton"|"N"
"S034081"|"TOP SCHOOLS WEEKEND 2016"|"20160714191630"|"AA00007"|"epsom, lancing, shrew, bri"|"N"
"S012584"|"TOP SCHOOLS WEEKEND 2016"|"20160707161449"|"AA00039"|"HDT, BMT, Shrewsbury"|"N"
"S032201"|"TOP SCHOOLS WEEKEND 2016"|"20141022140356"|"AA00019"|"harrow"|"N"
"S033547"|"TOP SCHOOLS WEEKEND 2016"|"20160714165434"|"AA00029"|""|"N"
"S033547"|"TOP SCHOOLS WEEKEND 2016"|"20160715092111"|"AA00007"|"Harrow, Uppingham"|"N"
"S032201"|"TOP SCHOOLS WEEKEND 2016"|"20160715092033"|"AA00007"|"harrow, bk, check with p"|"N"
"S033905"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"|"20160712180110"|"AA00066"|""|"N"
"S033875"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"|"20160713201056"|"AA00007"|"TB"|"N"
"S033475"|"TOP SCHOOLS WEEKEND 2016"|"20160709143431"|"AA00039"|""|"N"
"S031436"|"TOP SCHOOLS WEEKEND 2016"|"20141216175927"|"AA00039"|""|"N"
"S033803"|"TOP SCHOOLS WEEKEND 2017"|"20151121121425"|"AA00039"|"and TS 2017"|"N"
"S032451"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"|"20160715100615"|"AA00054"|""|"N"
"S032451"|"TOP SCHOOLS WEEKEND 2017"|"20160718104354"|"AA00054"|"Harrow School Year 9 Music Scholarship too Piano G8"|"N"
"S034558"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"|"20160716103420"|"AA00039"|""|"N"
"S033194"|"TOP SCHOOLS WEEKEND 2016"|"20160620181950"|"AA00054"|"Harrow School and music scholarship too"|"N"
"S033165"|"TOP SCHOOLS WEEKEND 2016"|"20160719170047"|"AA00007"|"CH, TB, BR"|"N"
"S033023"|"TOP SCHOOLS WEEKEND 2016"|"20150512165056"|"AA00049"|""|"N"
"S033146"|"TOP SCHOOLS WEEKEND 2016"|"20160607165439"|"AA00007"|"shrew & brom 17/9 (Sat) 上午約見"|"N"
"S031962"|"TOP SCHOOLS WEEKEND 2016"|"20160530182558"|"AA00007"|"ch, registered, pls arrange interview 17/9 10am +"|"N"
"S034055"|"TOP SCHOOLS WEEKEND 2016"|"20160704221301"|"AA00007"|"harrow sun int"|"N"
"S032861"|"TOP SCHOOLS WEEKEND 2016"|"20160530115929"|"AA00007"|"harrow 18/9 sun PM"|"N"
"S033506"|"TOP SCHOOLS WEEKEND 2016"|"20160703164455"|"AA00007"|"epsom, ab, bri, tb (andrew), char, shrew (sat and sun)"|"N"
"S034353"|"TOP SCHOOLS WEEKEND 2016"|"20160714180227"|"AA00007"|"brom, lancing, shrew"|"N"
"S033357"|"TOP SCHOOLS WEEKEND 2016"|"20160710184811"|"AA00007"|"harrow-referral, sun"|"N"
"S034030"|"TOP SCHOOLS WEEKEND 2016"|"20160212124309"|"AA00007"|"Harrow only 18/9 AM"|"N"
"S033398"|"TOP SCHOOLS WEEKEND 2016"|"20160616160755"|"AA00007"|"harrow sun"|"N"
"S034173"|"TOP SCHOOLS WEEKEND 2016"|"20160704215849"|"AA00007"|"- Bromsgrove School
                      - Epsom College
                      - Lancing College
                      - Shrewsbury School"|"N"
"S032922"|"TOP SCHOOLS WEEKEND 2016"|"20160603101511"|"AA00007"|"harrow"|"N"
"S033419"|"TOP SCHOOLS WEEKEND 2016"|"20160701182935"|"AA00007"|"**harrow sunday 11am-11.30am"|"N"
"S033153"|"TOP SCHOOLS WEEKEND 2016"|"20160710193234"|"AA00007"|"***CH, SH, bri sat , pm"|"N"
"S034336"|"TOP SCHOOLS WEEKEND 2016"|"20160705163531"|"AA00007"|"brom, head, bad"|"N"
"S031955"|"TOP SCHOOLS WEEKEND 2016"|"20160714133033"|"AA00007"|"** TB, BA, Brighton, King Cant
If possible, we would like to group the interviews for Brighton and King's on 17 Sept (Sat AM) and Tonbridge and Abingdon on 18 Sept (Sun AM) respectively."|"N"
"S034344"|"TOP SCHOOLS WEEKEND 2016"|"20160618161732"|"AA00039"|"Brighton College, Caterham School, Bromsgrove School, and City of London Freeman's"|"N"
"S033805"|"TOP SCHOOLS WEEKEND 2016"|"20160704110649"|"AA00061"|"Headington & bad (PM any dates)
Brighton"|"N"
"S033856"|"TOP SCHOOLS WEEKEND 2016"|"20160713210822"|"AA00007"|"shrew"|"N"
"S033979"|"TOP SCHOOLS WEEKEND 2016"|"20160714175101"|"AA00007"|"Harrow Y9 Sep2018,"|"N"
"S034407"|"TOP SCHOOLS WEEKEND 2016"|"20160620170151"|"AA00007"|"harrow"|"N"
"S033912"|"TOP SCHOOLS WEEKEND 2016"|"20160530101030"|"AA00007"|"Tonbridge
Brighton
Shrewsbury
Abingdon"|"N"
"S034023"|"TOP SCHOOLS WEEKEND 2016"|"20160726152056"|"AA00039"|""|"N"
"S032534"|"TOP SCHOOLS WEEKEND 2016"|"20160710190353"|"AA00007"|"epsom, bri, brom, lanc, shrew, sun int"|"N"
"S009846"|"TOP SCHOOLS WEEKEND 2016"|"20160402145343"|"AA00007"|"brom, lancing, shrew, epsom, Tb, harrow"|"N"
"S032778"|"TOP SCHOOLS WEEKEND 2016"|"20160629173947"|"AA00007"|"CH-r, epsom, uppingham"|"N"
"S034374"|"TOP SCHOOLS WEEKEND 2016"|"20160728181128"|"AA00054"|""|"N"
"S034374"|"TOP SCHOOLS WEEKEND 2016"|"20160728181128"|"AA00054"|""|"N"
"S034680"|"TOP SCHOOLS WEEKEND 2016"|"20160804140421"|"AA00042"|""|"N"
"S031612"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"|"20160625113258"|"AA00039"|""|"N"
"S031612"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"|"20160804172614"|"AA00039"|""|"N"
"S034642"|"TOP SCHOOLS WEEKEND 2016"|"20160805160855"|"AA00054"|"Brighton College, Tonbridge School and Abingdon School"|"N"
"S034308"|"TOP SCHOOLS WEEKEND 2017"|"20160604182914"|"AA00039"|""|"N"
"S034405"|"TOP SCHOOLS WEEKEND 2016"|"20160528182606"|"AA00039"|""|"N"
"S034522"|"TOP SCHOOLS WEEKEND 2016"|"20160627151027"|"AA00039"|""|"N"
"S033408"|"TOP SCHOOLS WEEKEND 2016"|"20160416163114"|"AA00039"|""|"N"
"S033809"|"TOP SCHOOLS WEEKEND 2016"|"20151121163141"|"AA00039"|""|"N"
"S034512"|"TOP SCHOOLS WEEKEND 2016"|"20160710185441"|"AA00007"|"shrew, brom, lan, head, bad, not yet meet benchmark. need redo"|"N"
"S033556"|"TOP SCHOOLS WEEKEND 2016"|"20160808095634"|"AA00054"|""|"N"
"S033556"|"TOP SCHOOLS WEEKEND 2016"|"20160808095643"|"AA00054"|"Headington School
Badminton School"|"N"
"S033171"|"TOP SCHOOLS WEEKEND 2016"|"20160624123947"|"AA00007"|"CH ref, arrange  int 18/9"|"N"
"S034444"|"TOP SCHOOLS WEEKEND 2016"|"20160606192733"|"AA00007"|"harrow ref (need int at TS16, owen has not been to the UK for interview)"|"N"
"S034444"|"TOP SCHOOLS WEEKEND 2016"|"20160808211623"|"AA00007"|"20160808: cfmed will attend
harrow ref (need int at TS16, owen has not been to the UK for interview)"|"N"
"S034617"|"TOP SCHOOLS WEEKEND 2016"|"20160807171929"|"AA00007"|""|"N"
"S034323"|"TOP SCHOOLS WEEKEND 2016"|"20160527122319"|"AA00007"|"bad, headington, sat AM
will redo in early sep"|"N"
"S033971"|"TOP SCHOOLS WEEKEND 2016"|"20160223145519"|"AA00039"|"Bromsgrove"|"N"
"S033705"|"MILLFIELD SCHOOL INTERVIEW (22 SEP 2016)"|"20160815115526"|"AA00054"|""|"N"
"S034512"|"TOP SCHOOLS WEEKEND 2016"|"20160806193118"|"AA00007"|"shrew, brom, lan, head, bad, not yet meet benchmark. need redo
20160806: need 2 years school report"|"N"
"S034746"|"TOP SCHOOLS WEEKEND 2016"|"20160822191400"|"AA00054"|""|"N"
"S034080"|"UK EDUCATION EXPO (OCT 2016)"|"20160821155540"|"AA00007"|"remind to go"|"N"
"S034675"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"|"20160823121343"|"AA00029"|""|"N"
"S034676"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"|"20160823121332"|"AA00029"|""|"N"
"S034748"|"TOP SCHOOLS WEEKEND 2016"|"20160823153715"|"AA00054"|""|"N"
"S032921"|"TOP SCHOOLS WEEKEND 2016"|"20160701182912"|"AA00007"|"**bri, king, bad, head, epsom, lan, shrew
must book (sat whole day and sun PM)"|"N"
"S031468"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"|"20160625113105"|"AA00039"|"cello"|"N"
"S031806"|"UK EDUCATION EXPO (OCT 2016)"|"20160809155237"|"AA00039"|""|"N"
"S034312"|"TOP SCHOOLS WEEKEND 2016"|"20160427150519"|"AA00007"|"HA?"|"N"
"S032782"|"TOP SCHOOLS WEEKEND 2016"|"20150902150444"|"AA00007"|"headington, badminton"|"N"
"S012407"|"TOP SCHOOLS WEEKEND 2016"|"20160813144506"|"AA00007"|""|"N"
"S032825"|"TOP SCHOOLS WEEKEND 2016"|"20160707130803"|"AA00007"|"mum wants to try Brighton, charterhouse, definitely, may also try Abingdon  shrewsbury"|"N"
"S033881"|"UK EDUCATION EXPO (OCT 2016)"|"20160411114448"|"AA00039"|""|"N"
"S034080"|"UK EDUCATION EXPO (OCT 2016)"|"20160823105822"|"AA00007"|"remind to go
king edward"|"N"
"S034578"|"UK EDUCATION EXPO (OCT 2016)"|"20160830130003"|"AA00039"|""|"N"
"S009568"|"TOP SCHOOLS WEEKEND 2015"|"20160901181146"|"AA00029"|""|"N"
"S033788"|"TOP SCHOOLS WEEKEND 2016"|"20160611190334"|"AA00039"|""|"N"
"S032996"|"TOP SCHOOLS WEEKEND 2016"|"20160711100355"|"AA00054"|"Would like to apply to Abingdon, Charterhouse, Epsom, Tonbridge and  Harrow"|"N"
"S031077"|"TOP SCHOOLS WEEKEND 2016"|"20151208184117"|"AA00039"|""|"N"
"S031468"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"|"20160826180510"|"AA00039"|"cello"|"N"
"S031468"|"TOP SCHOOLS WEEKEND 2016"|"20160611190225"|"AA00039"|"Harrow and Music audition (Confirmed)"|"N"
"S034662"|"TOP SCHOOLS WEEKEND 2016"|"20160802182737"|"AA00039"|""|"N"
"S034653"|"TOP SCHOOLS WEEKEND 2016"|"20160728124817"|"AA00039"|""|"N"
"S034652"|"TOP SCHOOLS WEEKEND 2016"|"20160728124804"|"AA00039"|""|"N"
"S034557"|"TOP SCHOOLS WEEKEND 2016"|"20160714191340"|"AA00039"|"Harrow (reg already)"|"N"
"S032960"|"TOP SCHOOLS WEEKEND 2016"|"20150418181431"|"AA00039"|""|"N"
"S033896"|"TOP SCHOOLS WEEKEND 2016"|"20151228182133"|"AA00039"|""|"N"
"S033829"|"TOP SCHOOLS WEEKEND 2016"|"20160202170300"|"AA00039"|""|"N"
"S032850"|"TOP SCHOOLS WEEKEND 2017"|"20160602161549"|"AA00039"|""|"N"
"S034785"|"TOP SCHOOLS WEEKEND 2016"|"20160829194139"|"AA00039"|""|"N"
"S033040"|"TOP SCHOOLS WEEKEND 2016"|"20160901200752"|"AA00007"|""|"N"
"S009939"|"TOP SCHOOLS WEEKEND 2016"|"20160714163531"|"AA00029"|""|"N"
"S034068"|"TOP SCHOOLS WEEKEND 2016"|"20160310150145"|"AA00029"|""|"N"
"S034272"|"TOP SCHOOLS WEEKEND 2016"|"20160825144432"|"AA00029"|""|"N"
"S034271"|"TOP SCHOOLS WEEKEND 2017"|"20160825144408"|"AA00029"|""|"N"
"S032956"|"TOP SCHOOLS WEEKEND 2016"|"20160714164008"|"AA00029"|""|"N"
"S032957"|"TOP SCHOOLS WEEKEND 2016"|"20150417175744"|"AA00029"|""|"N"
"S034005"|"TOP SCHOOLS WEEKEND 2017"|"20160205120119"|"AA00039"|""|"N"
"S034605"|"TOP SCHOOLS WEEKEND 2016"|"20160716124820"|"AA00029"|""|"N"
"S034228"|"TOP SCHOOLS WEEKEND 2016"|"20160718171004"|"AA00039"|""|"N"
"S034606"|"TOP SCHOOLS WEEKEND 2016"|"20160716124806"|"AA00029"|""|"N"
"S034370"|"TOP SCHOOLS WEEKEND 2016"|"20160525180638"|"AA00029"|""|"N"
"S033387"|"TOP SCHOOLS WEEKEND 2016"|"20151010102138"|"AA00039"|""|"N"
"S032646"|"TOP SCHOOLS WEEKEND 2016"|"20150131173548"|"AA00039"|""|"N"
"S033942"|"TOP SCHOOLS WEEKEND 2016"|"20160308114531"|"AA00039"|""|"N"
"S033737"|"TOP SCHOOLS WEEKEND 2016"|"20160104154501"|"AA00039"|""|"N"
"S034762"|"TOP SCHOOLS WEEKEND 2016 TUESDAY"|"20160904120636"|""|""|"N"
"S034619"|"TOP SCHOOLS WEEKEND 2016"|"20160721122237"|"AA00039"|""|"N"
"S034386"|"UK EDUCATION EXPO (OCT 2016)"|"20160912121804"|"AA00039"|""|"N"
"S033475"|"TOP SCHOOLS WEEKEND 2016"|"20160718102550"|"AA00039"|""|"N"
"S032569"|"TOP SCHOOLS WEEKEND 2016"|"20150103120959"|"AA00039"|"call back to do AA and oral.
Aim for Charterhouse"|"N"
"S032569"|"TOP SCHOOLS WEEKEND 2016"|"20160912191018"|"AA00039"|"call back to do AA and oral.
Aim for Charterhouse"|"N"
"S033105"|"TOP SCHOOLS WEEKEND 2016"|"20160521170045"|"AA00061"|""|"N"
"S034202"|"TOP SCHOOLS WEEKEND 2016"|"20160416163616"|"AA00039"|""|"N"
"S034535"|"TOP SCHOOLS WEEKEND 2016"|"20160704104923"|"AA00054"|"Headington and Badminton"|"N"
"S006571"|"TOP SCHOOLS WEEKEND 2016"|"20130605123034"|""|""|"N"
"S034579"|"TOP SCHOOLS WEEKEND 2016"|"20160712132131"|"AA00039"|""|"N"
"S033875"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"|"20160715131646"|"AA00007"|"TB- decided not to do audition"|"N"
"S033875"|"TOP SCHOOLS WEEKEND 2016"|"20160713201046"|"AA00007"|"may try harrow, do not reserve interview yet"|"N"
"S034604"|"TOP SCHOOLS WEEKEND 2016"|"20160719183839"|"AA00054"|"Shrewsbury and Bromsgrove"|"N"
"S031710"|"TOP SCHOOLS WEEKEND 2016"|"20160708144255"|"AA00054"|"Brighton College, Bromsgrove and Shrewsbury"|"N"
"S034776"|"TOP SCHOOLS WEEKEND 2016"|"20160830140840"|"AA00054"|"87 maths at the moment will redo on 31st aug. if pass, send schedule to P"|"N"
"S034324"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"|"20160906130257"|"AA00039"|""|"N"
"S034563"|"TOP SCHOOLS WEEKEND 2016"|"20160707190007"|"AA00039"|"Brighton, Tonbridge, Dulwich, Abingdon, Warwick"|"N"
"S034317"|"TOP SCHOOLS WEEKEND 2016"|"20160704183206"|"AA00039"|"BMT, HDT"|"N"
"S034459"|"UK EDUCATION EXPO (OCT 2016)"|"20160918101351"|"AA00039"|"Caterham"|"N"
"S033685"|"UK EDUCATION EXPO (OCT 2016)"|"20160902161023"|"AA00039"|"Caterham"|"N"
"S033264"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2016"|"20160711201610"|"AA00054"|"badminton school and headington school."|"N"
"S033264"|"TOP SCHOOLS WEEKEND 2016"|"20160711201620"|"AA00054"|"Badminton School and headington"|"N"
"S034446"|"TOP SCHOOLS WEEKEND 2016 TUESDAY"|"20160915103208"|"AA00054"|""|"N"
"S034787"|"UK EDUCATION EXPO (OCT 2016)"|"20160913121621"|"AA00007"|"crgs"|"N"
"S034617"|"UK EDUCATION EXPO (OCT 2016)"|"20160807175214"|"AA00007"|"CRGS"|"N"
"S033661"|"UK EDUCATION EXPO (OCT 2016)"|"20160704095512"|"AA00007"|"CRGS"|"N"
"S033040"|"UK EDUCATION EXPO (OCT 2016)"|"20160628170552"|"AA00007"|"crgs sat"|"N"
