"aa_id"|"case"|"pickupby"|"flightno"|"airline"|"arrivalairport"|"arrivaldate"|"arrivaltime"|"predepart"|"joininst"|"lastupdate"|"staffid"|"remarks"|"journeyno"|"route"
"S011940"|"Y"|"School"|"Cathay Pacific CX239"|""|"London Heathrow T3"|"20140830"|"1810"|"itin received"|""|"20140726150529"|"AA00032"|""|352|1
"S011940"|"Y"|"Quest"|"Cathay Pacific CX239"|""|"London Heathrow T3"|"20140830"|"1810"|"itin received"|""|"20140804181144"|"AA00032"|""|352|1
"S030367"|"N"|""|"Emirate EK383"|""|"Dubai T3"|"20140902"|"2310"|""|""|"20140726144311"|"AA00032"|""|324|1
"S030367"|"N"|""|"Emirate EK383"|""|"Dubai T3"|"20140902"|"2310"|""|""|"20140804183142"|"AA00032"|""|324|1
"S030367"|"Y"|"School"|"Emirate EK007"|""|"London Heathrow T3"|"20140903"|"0700"|"itin received"|""|"20140726144314"|"AA00032"|""|324|2
"S011940"|"Y"|"Quest"|"Cathay Pacific CX239"|""|"London Heathrow T3"|"20140830"|"1810"|"itin received"|""|"20140804181812"|"AA00032"|"will arrive a day earlier, frm host family to sch on 31Aug"|352|1
"S031028"|"Y"|"School"|"Virgin Atlantic VS201"|""|"London Heathrow T3"|"20140831"|"0525"|"itin received"|""|"20140726144513"|"AA00032"|""|353|1
"S007710"|"Y"|"School"|"Cathay Pacific CX257"|""|"London Heathrow T3"|"20140821"|"1505"|"itin received"|""|"20140804115535"|"AA00032"|""|221|1
"S031028"|"Y"|"School"|"Virgin Atlantic VS201"|""|"London Heathrow T3"|"20140831"|"0525"|"request made"|""|"20140804185931"|"AA00032"|"[4Aug14] req to sch"|353|1
"S031028"|"Y"|"School"|"Virgin Atlantic VS201"|""|"London Heathrow T3"|"20140831"|"0525"|"request made"|""|"20140805123509"|"AA00032"|"[5Aug] confirmation frm sch/ will provide driver's details later"|353|1
"S031236"|"N"|""|"Emirate EK381"|""|"Dubai T3"|"20140828"|"0435"|"itin received"|""|"20140726143054"|"AA00032"|""|57|1
"S031236"|"Y"|"School"|"Emirate EK001"|""|"London Heathrow T3"|"20140728"|"1215"|"itin received"|""|"20140726143105"|"AA00032"|""|57|2
"S012499"|"Y"|"School"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140828"|"0540"|"itin received"|""|"20140726142451"|"AA00032"|""|277|1
"S011517"|"Y"|"School"|"British Airways BA28"|""|"London Heathrow T5"|"20140830"|"0535"|"itin received"|""|"20140804120557"|"AA00032"|""|238|1
"S011517"|"Y"|"School"|"British Airways BA28"|""|"London Heathrow T5"|"20140830"|"0535"|"itin received"|""|"20140805130119"|"AA00032"|"[5Aug14] req to sch"|238|1
"S012618"|"Y"|"School"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140830"|"0540"|"itin received"|""|"20140726192113"|"AA00003"|"Travel alone, coach service"|231|1
"S030276"|"N"|""|"Emirate EK381"|""|"Dubai T3"|"20140831"|"0435"|""|""|"20140726150617"|"AA00032"|""|309|1
"S030276"|"Y"|"School"|"Emirate EK1"|""|"London Heathrow T3"|"20140831"|"1215"|"itin received"|""|"20140726140518"|"AA00032"|""|309|2
"S030276"|"N"|""|"Emirate EK381"|""|"Dubai T3"|"20140831"|"0435"|""|""|"20140805134121"|"AA00032"|""|309|1
"S030276"|"Y"|"WHG"|"Emirate EK1"|""|"London Heathrow T3"|"20140831"|"1215"|"itin received"|""|"20140805134124"|"AA00032"|""|309|2
"S030276"|"N"|""|"Emirate EK381"|""|"Dubai T3"|"20140831"|"0435"|""|""|"20140805134907"|"AA00032"|""|309|1
"S030276"|"N"|""|"Emirate EK381"|""|"Dubai T3"|"20140831"|"0435"|"request made"|""|"20140805135017"|"AA00032"|"[5Aug14] req to WHG, travel with 8956 Liam YUEN"|309|1
"S030678"|"N"|""|"Emirate EK0381"|""|"Dubai T3"|"20140831"|"0435"|""|""|"20140726174401"|"AA00032"|""|34|1
"S030678"|"Y"|""|"Emirate EK0017"|""|"Manchester T1"|"20140831"|"1155"|"itin received"|""|"20140726174403"|"AA00032"|""|34|2
"S030736"|"Y"|"Quest"|"Cathay Pacific CX255"|""|"London Heathrow T3"|"20140828"|"0620"|"itin received"|""|"20140726140109"|"AA00032"|""|30|1
"S010986"|"Y"|"Quest"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140901"|"0540"|"itin received"|""|"20140726142739"|"AA00032"|"from airport to hotel:
Park Inn - 2 St. Mary's Street, Bedford MK42 0AR"|257|1
"S007454"|"Y"|"School"|"Cathay Pacific CX237"|""|"London Heathrow T3"|"20140901"|"0620"|"itin received"|""|"20140726174208"|"AA00032"|""|195|1
"S031243"|"Y"|"School"|""|""|""|"20140712"|""|""|""|"20140726152448"|"AA00032"|"will send itin on 29July"|51|1
"S012525"|"Y"|"School"|""|""|""|"20140714"|""|""|""|"20140726162356"|"AA00032"|"will send later"|343|1
"S012525"|"Y"|"School"|""|""|""|"20140714"|""|""|""|"20140805172542"|"AA00032"|"[5Aug14] will send itin later"|343|1
"S012343"|"Y"|"WHG"|""|""|""|"20140714"|""|""|""|"20140726162852"|"AA00032"|"will send later"|349|1
"S031310"|"Y"|"School"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140902"|"0540"|"itin received"|""|"20140804121203"|"AA00032"|"[1Aug14] asking Mrs Pang to cfm if they require transfer service for Jacob only or with family member, before sending the request to sch
will send later"|258|1
"S030389"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20140826"|"0455"|"itin received"|""|"20140726135341"|"AA00032"|""|65|1
"S008681"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20140902"|"0455"|"itin received"|""|"20140726183320"|"AA00032"|"travel with mum"|208|1
"S030389"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20140826"|"0455"|"request made"|""|"20140805180749"|"AA00032"|"[5Aug14] req to sch"|65|1
"S007710"|"Y"|"School"|"Cathay Pacific CX257"|""|"London Heathrow T3"|"20140821"|"1505"|"itin received"|""|"20140805105346"|"AA00032"|"[5Aug14] ask abt the pickup date"|221|1
"S012525"|"Y"|"WHG"|""|""|""|"20140714"|""|""|""|"20140805172549"|"AA00032"|"[5Aug14] will send itin later"|343|1
"S012525"|"Y"|"WHG"|"Virgin Atlantic VS201"|""|"London Heathrow T3"|"20140828"|"0525"|""|""|"20140805183019"|"AA00032"|"[5Aug14] req to whg/ frm host fam to sch on 29Aug"|343|1
"S011715"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20140829"|"0455"|"itin received"|""|"20140726135658"|"AA00032"|""|321|1
"S010986"|"Y"|"Quest"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140901"|"0540"|"request made"|""|"20140805170037"|"AA00032"|"[5Aug14] req to q
from airport to hotel:
Park Inn - 2 St. Mary's Street, Bedford MK42 0AR"|257|1
"S030678"|"N"|""|"Emirate EK0381"|""|"Dubai T3"|"20140831"|"0435"|""|""|"20140805164415"|"AA00032"|""|34|1
"S030678"|"Y"|""|"Emirate EK0017"|""|"Manchester T1"|"20140831"|"1155"|"request made"|""|"20140805164425"|"AA00032"|"[5Aug14] req to sch"|34|2
"S012525"|"Y"|"WHG"|"Virgin Atlantic VS201"|""|"London Heathrow T3"|"20140828"|"0525"|"request made"|""|"20140805183026"|"AA00032"|"[5Aug14] req to whg/ frm host fam to sch on 29Aug"|343|1
"S030215"|"Y"|"School"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140902"|"0540"|"request made"|""|"20140804170753"|"AA00032"|"[4Aug14] req to sch"|312|1
"S030678"|"N"|""|"Emirate EK0381"|""|"Dubai T3"|"20140831"|"0435"|""|""|"20140806150613"|"AA00032"|""|34|1
"S030678"|"Y"|""|"Emirate EK0017"|""|"Manchester T1"|"20140831"|"1155"|"confirmation emailed family"|""|"20140806150621"|"AA00032"|"[5Aug14] req to sch"|34|2
"S030215"|"Y"|"School"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140902"|"0540"|"sch/guardian cfm booking will be made"|""|"20140806152700"|"AA00032"|"[4Aug14] req to sch"|312|1
"S030367"|"N"|""|"Emirate EK383"|""|"Dubai T3"|"20140902"|"2310"|""|""|"20140804183421"|"AA00032"|""|324|1
"S030367"|"Y"|"School"|"Emirate EK007"|""|"London Heathrow T3"|"20140903"|"0700"|"request made"|""|"20140804183434"|"AA00032"|"[4Aug14] req to sch"|324|2
"S011940"|"Y"|"Quest"|"Cathay Pacific CX239"|""|"London Heathrow T3"|"20140830"|"1810"|"request made"|""|"20140804185535"|"AA00032"|"will arrive a day earlier, frm host family to sch on 31Aug
[4Aug14] req to q"|352|1
"S031115"|"Y"|"School"|"British Airways BA28"|""|"London Heathrow T5"|"20140902"|"0535"|"request made"|""|"20140804165822"|"AA00032"|"[4Aug14] req to sch"|141|1
"S031115"|"Y"|"School"|"British Airways BA28"|""|"London Heathrow T5"|"20140902"|"0535"|"confirmation emailed family"|""|"20140807103416"|"AA00032"|"[4Aug14] req to sch"|141|1
"S031028"|"Y"|"School"|"Virgin Atlantic VS201"|""|"London Heathrow T3"|"20140831"|"0525"|"booking made & awt contact details"|""|"20140805123533"|"AA00032"|"[5Aug] confirmation frm sch/ will provide driver's details later"|353|1
"S012035"|"Y"|"School"|"Cathay Pacific CX255"|""|"London Heathrow T3"|"20140910"|"0620"|"request made"|""|"20140804171828"|"AA00032"|"[4Aug14] req to sch"|354|1
"S031115"|"Y"|"School"|"British Airways BA28"|""|"London Heathrow T5"|"20140902"|"0535"|"confirmation emailed family"|""|"20140807103850"|"AA00032"|"[5Aug14] will send us the driver's details once available
[4Aug14] req to sch"|141|1
"S011347"|"Y"|"School"|""|""|""|"20140711"|""|""|""|"20140804113516"|"AA00032"|"voicemail on 4Aug"|24|1
"S009308"|"Y"|"School"|""|""|""|"20140714"|""|""|""|"20140726165255"|"AA00032"|"email to Mr Ng, ask him to arrange with guardian"|244|1
"S007710"|"Y"|"School"|"Cathay Pacific CX257"|""|"London Heathrow T3"|"20140821"|"1505"|"itin received"|""|"20140805180920"|"AA00032"|"[5Aug14] ask abt the pickup date, will reply later"|221|1
"S031276"|"Y"|"WHG"|"British Airways BA26"|""|"London Heathrow T5"|"20140829"|"0455"|"itin received"|""|"20140726123125"|"AA00032"|""|295|1
"S011869"|"Y"|"WHG"|"Cathay Pacific CX239"|""|"London Heathrow T3"|"20140827"|"1810"|"itin received"|""|"20140726121352"|"AA00032"|""|48|1
"S031028"|"Y"|"School"|"Virgin Atlantic VS201"|""|"London Heathrow T3"|"20140831"|"0525"|"confirmation emailed family"|""|"20140807104534"|"AA00032"|"[5Aug] confirmation frm sch/ will provide driver's details later"|353|1
"S031028"|"Y"|"School"|"Virgin Atlantic VS201"|""|"London Heathrow T3"|"20140831"|"0525"|"family acknowledged confirmation"|""|"20140807153703"|"AA00032"|"[5Aug] confirmation frm sch/ will provide driver's details later"|353|1
"S010986"|"Y"|"Quest"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140901"|"0540"|"confirmation emailed family"|""|"20140806133357"|"AA00032"|"[5Aug14] req to q
from airport to hotel:
Park Inn - 2 St. Mary's Street, Bedford MK42 0AR"|257|1
"S010882"|"Y"|"School"|""|""|""|"20140712"|""|"itin requested"|""|"20140726154258"|"AA00032"|"will reply later"|88|1
"S011347"|"Y"|"School"|""|""|""|"20140711"|""|""|""|"20140807111858"|"AA00032"|"voicemail on 7Aug"|24|1
"S012343"|"Y"|"WHG"|""|""|""|"20140714"|""|""|""|"20140805180001"|"AA00032"|"[5Aug14] voicemail"|349|1
"S011347"|"Y"|"School"|""|""|""|"20140711"|""|""|""|"20140807180618"|"AA00032"|"[7Aug14]email & voicemail"|24|1
"S030276"|"N"|""|"Emirate EK381"|""|"Dubai T3"|"20140831"|"0435"|"request made"|""|"20140805145526"|"AA00032"|"[5Aug14] req to WHG, travel with 8956 Liam YUEN"|309|1
"S030276"|"Y"|"WHG"|"Emirate EK1"|""|"London Heathrow T3"|"20140831"|"1215"|"itin received"|""|"20140805134908"|"AA00032"|""|309|2
"S030276"|"N"|""|""|""|""|"20140806"|""|""|""|"20140806111949"|""|""|309|3
"S030276"|"N"|""|""|""|""|"20140806"|""|""|""|"20140806112000"|""|""|309|4
"S030276"|"N"|""|"Emirate EK381"|""|"Dubai T3"|"20140831"|"0435"|"request made"|""|"20140808125400"|"AA00003"|"[5Aug14] req to WHG, travel with 8956 Liam YUEN"|309|1
"S031236"|"N"|""|"Emirate EK381"|""|"Dubai T3"|"20140828"|"0435"|"itin received"|""|"20140805124347"|"AA00032"|""|57|1
"S031236"|"Y"|"School"|"Emirate EK001"|""|"London Heathrow T3"|"20140728"|"1215"|"request made"|""|"20140805124404"|"AA00032"|"[5Aug14] req to sch"|57|2
"S012343"|"Y"|"WHG"|""|""|""|"20140714"|""|""|""|"20140807182227"|"AA00032"|"[7Aug14] email ask if need pickup
[5Aug14] voicemail"|349|1
"S012343"|"N"|""|"Aeroflot Russian Airlines SU213"|""|"Moscow (Sheremetyevo) Russia"|"20140902"|"1710"|"itin received"|""|"20140808164043"|"AA00032"|"[8Aug14] ask if the stu wants to go to the host family on arrival
[7Aug14] email ask if need pickup
[5Aug14] voicemail"|349|1
"S012343"|"Y"|""|"Aeroflot Russian Airlines SU2584"|""|"London Heathrow"|"20140902"|"2125"|""|""|"20140808164402"|"AA00032"|""|349|2
"S030276"|"N"|""|"Emirate EK381"|""|"Dubai T3"|"20140831"|"0435"|"request made"|""|"20140808125553"|"AA00003"|"[5Aug14] req to WHG, travel with 8956 Liam YUEN"|309|1
"S030276"|"Y"|"WHG"|"Emirate EK1"|""|"London Heathrow T3"|"20140831"|"1215"|"itin received"|""|"20140808125453"|"AA00003"|""|309|2
"S012343"|"N"|""|"Aeroflot Russian Airlines SU213"|""|"Moscow (Sheremetyevo) Russia"|"20140902"|"1710"|"itin received"|""|"20140808164427"|"AA00032"|""|349|1
"S012343"|"Y"|""|"Aeroflot Russian Airlines SU2584"|""|"London Heathrow"|"20140902"|"2125"|"itin received"|""|"20140808164433"|"AA00032"|"[8Aug14] ask if the stu wants to go to the host family on arrival
[7Aug14] email ask if need pickup
[5Aug14] voicemail"|349|2
"S012343"|"N"|""|"Aeroflot Russian Airlines SU213"|""|"Moscow (Sheremetyevo) Russia"|"20140902"|"1710"|"itin requested"|""|"20140808172416"|"AA00032"|""|349|1
"S012343"|"Y"|""|"Aeroflot Russian Airlines SU2584"|""|"London Heathrow"|"20140902"|"2125"|"itin requested"|""|"20140808172444"|"AA00032"|"[8Aug14] req to q/ ask if the stu wants to go to the host family on arrival
[7Aug14] email ask if need pickup
[5Aug14] voicemail"|349|2
"S031517"|"Y"|"WHG"|"British Airways BA26"|""|"London Heathrow T5"|"20140831"|"0455"|"request made"|""|"20140804174732"|"AA00032"|"travel as UM/ [4Aug14] req to sch"|75|1
"S010986"|"Y"|"Quest"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140901"|"0540"|"confirmation emailed family"|""|"20140807174842"|"AA00032"|"[7Aug14] ask abt the cost
[5Aug14] req to q
from airport to hotel:
Park Inn - 2 St. Mary's Street, Bedford MK42 0AR"|257|1
"S012035"|"Y"|"School"|"Cathay Pacific CX255"|""|"London Heathrow T3"|"20140910"|"0620"|"confirmation emailed family"|""|"20140807105321"|"AA00032"|"[4Aug14] req to sch"|354|1
"S012343"|"N"|""|"Aeroflot Russian Airlines SU213"|""|"Moscow (Sheremetyevo) Russia"|"20140902"|"1710"|"itin requested"|""|"20140808173126"|"AA00032"|""|349|1
"S012343"|"Y"|"WHG"|"Aeroflot Russian Airlines SU2584"|""|"London Heathrow"|"20140902"|"2125"|"request made"|""|"20140808173138"|"AA00032"|"[8Aug14] req to WHG/ ask if the stu wants to go to the host family on arrival
[7Aug14] email ask if need pickup
[5Aug14] voicemail"|349|2
"S012282"|"Y"|"School"|""|""|""|"20140714"|""|"itin requested"|""|"20140804113540"|"AA00032"|"[4Aug14]will reply and send us asap"|305|1
"S009525"|"Y"|""|""|""|""|"20140910"|""|""|""|"20140811154508"|"AA00032"|"[11Aug14] ask sch to pick up, group pickup"|357|1
"S009525"|"Y"|"School"|""|""|""|"20140910"|""|""|""|"20140811154517"|"AA00032"|"[11Aug14] ask sch to pick up, group pickup"|357|1
"S012234"|"Y"|"WHG"|""|""|""|"20140712"|""|"itin requested"|""|"20140804125649"|"AA00032"|"[4Aug14]will send itin later"|53|1
"S010882"|"Y"|"School"|""|""|""|"20140712"|""|"itin requested"|""|"20140807175222"|"AA00032"|"[7Aug14] will send itin tdy"|88|1
"S030367"|"N"|""|"Emirate EK383"|""|"Dubai T3"|"20140902"|"2310"|""|""|"20140807102429"|"AA00032"|""|324|1
"S030367"|"Y"|"School"|"Emirate EK007"|""|"London Heathrow T3"|"20140903"|"0700"|"sch/guardian cfm booking will be made"|""|"20140807102524"|"AA00032"|"[4Aug14] req to sch"|324|2
"S030678"|"N"|""|"Emirate EK0381"|""|"Dubai T3"|"20140831"|"0435"|""|""|"20140806160109"|"AA00032"|""|34|1
"S030678"|"Y"|""|"Emirate EK0017"|""|"Manchester T1"|"20140831"|"1155"|"family acknowledged confirmation"|""|"20140806160116"|"AA00032"|"[5Aug14] req to sch"|34|2
"S009525"|"Y"|"School"|"Cathay Pacific CX257"|""|"London Heathrow T3"|"20140910"|"1505"|""|""|"20140811182000"|"AA00032"|"[11Aug14] ask sch to pick up, group pickup"|357|1
"S031517"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20140831"|"0455"|"request made"|""|"20140808175421"|"AA00032"|"travel as UM/ [4Aug14] req to sch"|75|1
"S031517"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20140831"|"0455"|"request made"|""|"20140813121230"|"AA00032"|"[13Aug14] chase
travel as UM/ [4Aug14] req to sch"|75|1
"S006747"|"Y"|""|""|""|""|"20140813"|""|""|""|"20140813104807"|"AA00032"|""|358|1
"S031310"|"Y"|"School"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140902"|"0540"|"itin received"|""|"20140805180523"|"AA00032"|"[5Aug14] will reply on friday to see if they join the coach
[1Aug14] asking Mrs Pang to cfm if they require transfer service for Jacob only or with family member, before sending the request to sch
will send later"|258|1
"S031517"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20140831"|"0455"|"request made"|""|"20140813165657"|"AA00032"|"[13Aug14] fwd to house staff/ chase
travel as UM/ [4Aug14] req to sch"|75|1
"S011940"|"Y"|"Quest"|"Cathay Pacific CX239"|""|"London Heathrow T3"|"20140830"|"1810"|"sch/guardian cfm booking will be made"|""|"20140807102611"|"AA00032"|"will arrive a day earlier, frm host family to sch on 31Aug
[4Aug14] req to q"|352|1
"S031517"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20140831"|"0455"|"sch/guardian cfm booking will be made"|""|"20140815103306"|"AA00032"|"[13Aug14] fwd to house staff/ chase
travel as UM/ [4Aug14] req to sch"|75|1
"S030251"|"Y"|"School"|""|""|""|"20140813"|""|"itin requested"|""|"20140813184412"|"AA00032"|""|359|1
"S007454"|"Y"|"School"|"Cathay Pacific CX237"|""|"London Heathrow T3"|"20140901"|"0620"|"request made"|""|"20140805170754"|"AA00032"|"[5Aug14] req to sch"|195|1
"S011715"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20140829"|"0455"|"itin received"|""|"20140806101219"|"AA00032"|"[6Aug14] ask if the sch can help"|321|1
"S030251"|"Y"|"School"|""|""|""|"20140813"|""|"itin received"|""|"20140815124344"|"AA00032"|""|359|1
"S030251"|"Y"|"School"|"British Airways BA28"|""|"London Heathrow T5"|"20140828"|"0535"|"request made"|""|"20140815132148"|"AA00032"|"[15Aug14] req to sch"|359|1
"S031804"|"N"|""|"Air France AF185"|""|"Paris T2E"|"20140904"|"0750"|""|""|"20140815151150"|"AA00032"|""|360|1
"S007710"|"Y"|"School"|"Cathay Pacific CX257"|""|"London Heathrow T3"|"20140821"|"1505"|"itin received"|""|"20140807145622"|"AA00032"|"[5Aug14] ask p abt the pickup date, will reply later"|221|1
"S007710"|"Y"|"School"|"Cathay Pacific CX257"|""|"London Heathrow T3"|"20140821"|"1505"|"itin received"|""|"20140815151952"|"AA00032"|"[15Aug14] ask p abt the hotel name
[5Aug14] ask p abt the pickup date, will reply later"|221|1
"S010882"|"Y"|"School"|""|""|""|"20140712"|""|"itin requested"|""|"20140811183314"|"AA00032"|"[11Aug14] ask p & stu to send itin
[7Aug14] will send itin tdy"|88|1
"S011715"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20140829"|"0455"|"itin received"|""|"20140815130645"|"AA00032"|"[15Aug14] chase
[6Aug14] ask if the sch can help"|321|1
"S009525"|"Y"|"School"|"Cathay Pacific CX257"|""|"London Heathrow T3"|"20140910"|"1505"|""|""|"20140813105744"|"AA00032"|"[12Aug14] sch ask if stu can arrive at T5 at 1500
[11Aug14] ask sch to pick up, group pickup"|357|1
"S012234"|"Y"|"WHG"|""|""|""|"20140712"|""|"itin requested"|""|"20140811182805"|"AA00032"|"[11Aug14] ask if need us to arrange
[4Aug14]will send itin later"|53|1
"S030367"|"N"|""|"Emirate EK383"|""|"Dubai T3"|"20140902"|"2310"|""|""|"20140812103521"|"AA00032"|""|324|1
"S030367"|"Y"|"School"|"Emirate EK007"|""|"London Heathrow T3"|"20140903"|"0700"|"sch/guardian cfm booking will be made"|""|"20140812103542"|"AA00032"|"[12Aug14] sch asks to complete travel form
[4Aug14] req to sch"|324|2
"S030389"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20140826"|"0455"|"request made"|""|"20140805180835"|"AA00032"|"[5Aug14] req to sch/ travel with mum"|65|1
"S008681"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20140902"|"0455"|"request made"|""|"20140805180819"|"AA00032"|"[5Aug14] req to sch/ travel with mum"|208|1
"S012499"|"Y"|"School"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140828"|"0540"|"request made"|""|"20140805124432"|"AA00032"|"[5Aug14] req to sch"|277|1
"S031236"|"N"|""|"Emirate EK381"|""|"Dubai T3"|"20140828"|"0435"|"itin received"|""|"20140808130527"|"AA00032"|""|57|1
"S031236"|"Y"|"School"|"Emirate EK001"|""|"London Heathrow T3"|"20140828"|"1215"|"request made"|""|"20140808130532"|"AA00032"|"[5Aug14] req to sch"|57|2
"S011517"|"Y"|"School"|"British Airways BA28"|""|"London Heathrow T5"|"20140830"|"0535"|"request made"|""|"20140805130133"|"AA00032"|"[5Aug14] req to sch"|238|1
"S012618"|"Y"|"School"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140830"|"0540"|"request made"|""|"20140805130200"|"AA00032"|"[5Aug14] req to sch
Travel alone, coach service"|231|1
"S031198"|"Y"|"School"|"British Airways BA28"|""|"London Heathrow T5"|"20140902"|"0535"|"request made"|""|"20140804165846"|"AA00032"|"[4Aug14] req to sch"|38|1
"S012234"|"Y"|"WHG"|""|""|""|"20140712"|""|"request made"|""|"20140815155229"|"AA00032"|"[15Aug14] ask whg to arrange
[11Aug14] ask if need us to arrange
[4Aug14]will send itin later"|53|1
"S031028"|"Y"|"School"|"Virgin Atlantic VS201"|""|"London Heathrow T3"|"20140831"|"0525"|"family acknowledged confirmation"|""|"20140807173603"|"AA00032"|"[5Aug] confirmation frm sch/ will provide driver's details later"|353|1
"S009525"|"Y"|"School"|"Cathay Pacific CX257"|""|"London Heathrow T3"|"20140910"|"1505"|"sch/guardian cfm booking will be made"|""|"20140815152448"|"AA00032"|"[12Aug14] sch ask if stu can arrive at T5 at 1500
[11Aug14] ask sch to pick up, group pickup"|357|1
"S031198"|"Y"|"School"|"British Airways BA28"|""|"London Heathrow T5"|"20140902"|"0535"|"request made"|""|"20140815173447"|"AA00032"|"[15Aug14] chase
[4Aug14] req to sch"|38|1
"S011715"|"Y"|"School"|"British Airways BA26"|""|"London Heathrow T5"|"20140829"|"0455"|"request made"|""|"20140815152404"|"AA00032"|"[15Aug14] chase
[6Aug14] ask if the sch can help"|321|1
"S012499"|"Y"|"School"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140828"|"0540"|"request made"|""|"20140815171707"|"AA00032"|"[15Aug14] chase
[5Aug14] req to sch"|277|1
"S031236"|"N"|""|"Emirate EK381"|""|"Dubai T3"|"20140828"|"0435"|"itin received"|""|"20140815171714"|"AA00032"|""|57|1
"S031236"|"Y"|"School"|"Emirate EK001"|""|"London Heathrow T3"|"20140828"|"1215"|"request made"|""|"20140815171724"|"AA00032"|"[15Aug14] chase
[5Aug14] req to sch"|57|2
"S011517"|"Y"|"School"|"British Airways BA28"|""|"London Heathrow T5"|"20140830"|"0535"|"request made"|""|"20140815172935"|"AA00032"|"[15Aug14] req to sch"|238|1
"S011517"|"Y"|"School"|"British Airways BA28"|""|"London Heathrow T5"|"20140830"|"0535"|"booking made & awt contact details"|""|"20140816121522"|"AA00032"|"[15Aug14] req to sch"|238|1
"S012618"|"Y"|"School"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140830"|"0540"|"request made"|""|"20140815172942"|"AA00032"|"[15Aug14] req to sch
Travel alone, coach service"|231|1
"S031028"|"Y"|"School"|"Virgin Atlantic VS201"|""|"London Heathrow T3"|"20140831"|"0525"|"family acknowledged confirmation"|""|"20140815174655"|"AA00032"|"[5Aug14] confirmation frm sch/ will provide driver's details later"|353|1
"S030678"|"N"|""|"Emirate EK0381"|""|"Dubai T3"|"20140831"|"0435"|""|""|"20140812162906"|"AA00032"|""|34|1
"S030678"|"Y"|"School"|"Emirate EK0017"|""|"Manchester T1"|"20140831"|"1155"|"family acknowledged confirmation"|""|"20140812162909"|"AA00032"|"[5Aug14] req to sch"|34|2
"S010986"|"Y"|"Quest"|"Cathay Pacific CX251"|""|"London Heathrow T3"|"20140901"|"0540"|"family acknowledged confirmation"|""|"20140808175549"|"AA00032"|"[7Aug14] ask abt the cost
[5Aug14] req to q
from airport to hotel:
Park Inn - 2 St. Mary's Street, Bedford MK42 0AR"|257|1
"S012035"|"Y"|"School"|"Cathay Pacific CX255"|""|"London Heathrow T3"|"20140910"|"0620"|"family acknowledged confirmation"|""|"20140811100430"|"AA00032"|"[4Aug14] req to sch"|354|1
"S007710"|"Y"|"WHG"|"Cathay Pacific CX257"|""|"London Heathrow T3"|"20140821"|"1505"|"itin received"|""|"20140815151959"|"AA00032"|"[15Aug14] ask p abt the hotel name
[5Aug14] ask p abt the pickup date, will reply later"|221|1
"S012343"|"N"|""|"Aeroflot Russian Airlines SU213"|""|"Moscow (Sheremetyevo) Russia"|"20140902"|"1710"|"itin requested"|""|"20140811102437"|"AA00032"|""|349|1
"S012343"|"Y"|"WHG"|"Aeroflot Russian Airlines SU2584"|""|"London Heathrow"|"20140902"|"2125"|"sch/guardian cfm booking will be made"|""|"20140811102440"|"AA00032"|"[8Aug14] req to WHG/ ask if the stu wants to go to the host family on arrival
[7Aug14] email ask if need pickup
[5Aug14] voicemail"|349|2
"S030276"|"N"|""|"Emirate EK381"|""|"Dubai T3"|"20140831"|"0435"|"request made"|""|"20140808164502"|"AA00032"|""|309|1
"S030276"|"Y"|"WHG"|"Emirate EK1"|""|"London Heathrow T3"|"20140831"|"1215"|"sch/guardian cfm booking will be made"|""|"20140808164510"|"AA00032"|"[5Aug14] req to WHG, travel with 8956 Liam YUEN"|309|2
"S031276"|"Y"|"WHG"|"British Airways BA26"|""|"London Heathrow T5"|"20140829"|"0455"|"itin received"|""|"20140807152925"|"AA00032"|"[7Aug14] ask how much, frm airport to hotel, hotel to ashford"|295|1
